ID_met_antibiotica,metabolite_antib,MET_group_ID,is_antibiotic,ab_sensitive,ab_sensitivity_conc,rgStart_sens,rgEnd_sens,ab_sensitivity_unit,ab_intermediate,ab_intermediate_conc,rgStart_int,rgEnd_int,ab_intermediate_unit,ab_resistant,ab_resistance_conc,rgStart_res,rgEnd_res,ab_resistance_unit,chebi_ID,FK_metabolites,ID_strains,ID_reference,manual_annotation,api_import,last_change
9998,chlortetracyclin,0.0,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,27644.0,42,12800,22938,1,,2017-02-10 08:57:45
9999,oxytetracycline,0.0,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,27701.0,43,12800,22938,1,,2017-02-10 08:57:45
10000,polymyxin b,0.0,1,1.0,300,300.0,300.0,Unit,,,,,,,,,,,8309.0,44,12800,22938,1,,2017-02-10 08:57:45
10001,tetracycline,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),27902.0,45,12800,22938,1,,2017-02-10 08:57:45
10126,penicillin,0.0,1,,,,,,1.0,10,10.0,10.0,µg (disc),,,,,,17334.0,46,2085,22943,1,,2017-02-10 08:57:45
10380,tetracycline,0.0,1,,,,,,,,,,,,,,,,27902.0,47,17532,22951,1,,2017-02-10 08:57:45
10381,kanamycin,0.0,1,,,,,,,,,,,,,,,,6104.0,48,17532,22951,1,,2017-02-10 08:57:45
10382,erythromycin,0.0,1,,,,,,,,,,,,,,,,48923.0,49,17532,22951,1,,2017-02-10 08:57:45
10383,novobiocin,0.0,1,,,,,,,,,,,,,,,,28368.0,50,17532,22951,1,,2017-02-10 08:57:45
10417,oleandomycin,0.0,1,,,,,,,,,,,1.0,100,100.0,100.0,µg/mL,16869.0,51,15146,22954,1,,2017-02-10 08:57:45
10418,polymyxin b,0.0,1,,,,,,,,,,,1.0,15000,15000.0,15000.0,µg/mL,8309.0,52,15146,22954,1,,2017-02-10 08:57:45
10419,streptomycin,0.0,1,,,,,,,,,,,1.0,20,20.0,20.0,µg/mL,17076.0,53,15146,22954,1,,2017-02-10 08:57:45
10428,erythromycin,0.0,1,1.0,20,20.0,20.0,µg/mL,,,,,,,,,,,48923.0,54,11256,22956,1,,2017-02-10 08:57:45
10429,tetracycline,0.0,1,1.0,2.5,2.5,2.5,µg/mL,,,,,,,,,,,27902.0,55,11256,22956,1,,2017-02-10 08:57:45
10430,erythromycin,0.0,1,,,,,,,,,,,1.0,,,,,48923.0,56,26,23239,1,,2017-02-10 08:57:45
10431,neomycin,0.0,1,,,,,,,,,,,1.0,,,,,7507.0,57,26,23239,1,,2017-02-10 08:57:45
10432,penicillin,0.0,1,,,,,,,,,,,1.0,,,,,17334.0,58,26,23239,1,,2017-02-10 08:57:45
10433,streptomycin,0.0,1,,,,,,,,,,,1.0,,,,,17076.0,59,26,23239,1,,2017-02-10 08:57:45
10434,chloramphenicol,0.0,1,1.0,,,,,,,,,,,,,,,17698.0,60,26,23239,1,,2017-02-10 08:57:45
10435,chlortetracyclin,0.0,1,1.0,,,,,,,,,,,,,,,27644.0,61,26,23239,1,,2017-02-10 08:57:45
10436,bacitracin,0.0,1,,,,,,,,,,,1.0,10,10.0,10.0,Unit,28669.0,62,38,23241,1,,2017-02-10 08:57:45
10437,polymyxin b,0.0,1,,,,,,,,,,,1.0,300,300.0,300.0,Unit,8309.0,63,38,23241,1,,2017-02-10 08:57:45
10438,colistin,0.0,1,,,,,,,,,,,1.0,10,10.0,10.0,µg,37943.0,64,38,23241,1,,2017-02-10 08:57:45
10439,nitrofurantoin,0.0,1,,,,,,,,,,,1.0,150,150.0,150.0,µg,71415.0,65,38,23241,1,,2017-02-10 08:57:45
10440,ethionamide,0.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg,4885.0,66,38,23241,1,,2017-02-10 08:57:45
10441,aztreonam,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,161680.0,67,38,23241,1,,2017-02-10 08:57:45
10442,cephalothin,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,3542.0,68,38,23241,1,,2017-02-10 08:57:45
10443,tetracycline,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,27902.0,69,38,23241,1,,2017-02-10 08:57:45
10444,vancomycin,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,28001.0,70,38,23241,1,,2017-02-10 08:57:45
10445,trimethoprim,0.0,1,,,,,,,,,,,1.0,5,5.0,5.0,µg,45924.0,71,38,23241,1,,2017-02-10 08:57:45
10446,ethambutol,0.0,1,,,,,,,,,,,1.0,50,50.0,50.0,µg,4877.0,72,38,23241,1,,2017-02-10 08:57:45
10447,penicillin,0.0,1,1.0,10,10.0,10.0,Unit,,,,,,,,,,,17334.0,73,38,23241,1,,2017-02-10 08:57:45
10448,gentamicin,0.0,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,17833.0,74,38,23241,1,,2017-02-10 08:57:45
10449,erythromycin,0.0,1,1.0,2,2.0,2.0,µg,,,,,,,,,,,48923.0,75,38,23241,1,,2017-02-10 08:57:45
10450,ceftriaxone,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,29007.0,76,38,23241,1,,2017-02-10 08:57:45
10451,chloramphenicol,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,17698.0,77,38,23241,1,,2017-02-10 08:57:45
10452,doxycycline,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,50845.0,78,38,23241,1,,2017-02-10 08:57:45
10453,novobiocin,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,28368.0,79,38,23241,1,,2017-02-10 08:57:45
10454,rifampicin,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,28077.0,80,38,23241,1,,2017-02-10 08:57:45
10455,streptomycin,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,17076.0,81,38,23241,1,,2017-02-10 08:57:45
10456,sulfisoxazole,0.0,1,1.0,300,300.0,300.0,µg,,,,,,,,,,,102484.0,82,38,23241,1,,2017-02-10 08:57:45
10457,sulfathiazole,0.0,1,1.0,300,300.0,300.0,µg,,,,,,,,,,,9337.0,83,38,23241,1,,2017-02-10 08:57:45
10458,ciprofloxacin,0.0,1,1.0,5,5.0,5.0,µg,,,,,,,,,,,100241.0,84,38,23241,1,,2017-02-10 08:57:45
10459,carbenicillin,0.0,1,1.0,100,100.0,100.0,µg (disc),,,,,,,,,,,3393.0,85,38,23241,1,,2017-02-10 08:57:45
10460,penicillin,0.0,1,,,,,,,,,,,1.0,20,20.0,20.0,Unit (disc),17334.0,86,60,23246,1,,2017-02-10 08:57:45
10461,bacitracin,0.0,1,,,,,,,,,,,1.0,,,,,28669.0,87,60,23246,1,,2017-02-10 08:57:45
10462,gentamicin,0.0,1,,,,,,,,,,,1.0,,,,,17833.0,88,60,23246,1,,2017-02-10 08:57:45
10463,lincomycin,0.0,1,,,,,,,,,,,1.0,,,,,6472.0,89,60,23246,1,,2017-02-10 08:57:45
10464,polymyxin b,0.0,1,1.0,100,100.0,100.0,Unit (disc),,,,,,,,,,,8309.0,90,60,23246,1,,2017-02-10 08:57:45
10465,fusidate,0.0,1,1.0,0.5,0.5,0.5,µg (disc),,,,,,,,,,,71321.0,91,60,23246,1,,2017-02-10 08:57:45
10466,chloramphenicol,0.0,1,1.0,100,100.0,100.0,µg (disc),,,,,,,,,,,17698.0,92,60,23246,1,,2017-02-10 08:57:45
10467,streptomycin,0.0,1,1.0,50,50.0,50.0,µg (disc),,,,,,,,,,,17076.0,93,60,23246,1,,2017-02-10 08:57:45
10468,amikacin,0.0,1,1.0,,,,,,,,,,,,,,,2637.0,94,60,23246,1,,2017-02-10 08:57:45
10469,erythromycin,0.0,1,1.0,,,,,,,,,,,,,,,48923.0,95,60,23246,1,,2017-02-10 08:57:45
10470,kanamycin,0.0,1,1.0,,,,,,,,,,,,,,,6104.0,96,60,23246,1,,2017-02-10 08:57:45
10471,neomycin,0.0,1,1.0,,,,,,,,,,,,,,,7507.0,97,60,23246,1,,2017-02-10 08:57:45
10472,tetracycline,0.0,1,1.0,,,,,,,,,,,,,,,27902.0,98,60,23246,1,,2017-02-10 08:57:45
10473,vancomycin,0.0,1,1.0,,,,,,,,,,,,,,,28001.0,99,60,23246,1,,2017-02-10 08:57:45
10474,paromomycin sulfate,0.0,1,,,,,,1.0,2-10,2.0,10.0,µg/mL,,,,,,7935.0,100,64,23248,1,,2017-08-25 11:04:47
10475,penicillin,0.0,1,,,,,,1.0,8,8.0,8.0,µg/mL,,,,,,17334.0,101,64,23248,1,,2017-02-10 08:57:45
10476,neomycin,0.0,1,1.0,0.5-1,0.5,1.0,µg/mL,,,,,,,,,,,7507.0,102,64,23248,1,,2017-08-25 11:05:28
10477,enoxacin,0.0,1,,,,,,,,,,,1.0,,,,,157175.0,103,71,23250,1,,2017-02-10 08:57:45
10478,trimethoprim,0.0,1,,,,,,,,,,,1.0,,,,,45924.0,104,71,23250,1,,2017-02-10 08:57:45
10479,amikacin,0.0,1,1.0,,,,,,,,,,,,,,,2637.0,105,71,23250,1,,2017-02-10 08:57:45
10480,amoxicillin,0.0,1,1.0,,,,,,,,,,,,,,,2676.0,106,71,23250,1,,2017-02-10 08:57:45
10481,ampicillin,0.0,1,1.0,,,,,,,,,,,,,,,28971.0,107,71,23250,1,,2017-02-10 08:57:45
10482,cefaclor,0.0,1,1.0,,,,,,,,,,,,,,,3478.0,108,71,23250,1,,2017-02-10 08:57:45
10483,cefazolin,0.0,1,1.0,,,,,,,,,,,,,,,474053.0,109,71,23250,1,,2017-02-10 08:57:45
10484,cefoperazone,0.0,1,1.0,,,,,,,,,,,,,,,3493.0,110,71,23250,1,,2017-02-10 08:57:45
10485,ceftazidime,0.0,1,1.0,,,,,,,,,,,,,,,3508.0,111,71,23250,1,,2017-02-10 08:57:45
10486,cefuroxime,0.0,1,1.0,,,,,,,,,,,,,,,3515.0,112,71,23250,1,,2017-02-10 08:57:45
10487,cephalothin,0.0,1,1.0,,,,,,,,,,,,,,,3542.0,113,71,23250,1,,2017-02-10 08:57:45
10488,cefotaxime,0.0,1,1.0,,,,,,,,,,,,,,,204928.0,114,71,23250,1,,2017-02-10 08:57:45
10489,chloramphenicol,0.0,1,1.0,,,,,,,,,,,,,,,17698.0,115,71,23250,1,,2017-02-10 08:57:45
10490,ciprofloxacin,0.0,1,1.0,,,,,,,,,,,,,,,100241.0,116,71,23250,1,,2017-02-10 08:57:45
10491,doxycycline,0.0,1,1.0,,,,,,,,,,,,,,,50845.0,117,71,23250,1,,2017-02-10 08:57:45
10492,erythromycin,0.0,1,1.0,,,,,,,,,,,,,,,48923.0,118,71,23250,1,,2017-02-10 08:57:45
10493,fleroxacin,0.0,1,1.0,,,,,,,,,,,,,,,31810.0,119,71,23250,1,,2017-02-10 08:57:45
10494,gentamicin,0.0,1,1.0,,,,,,,,,,,,,,,17833.0,120,71,23250,1,,2017-02-10 08:57:45
10495,kanamycin,0.0,1,1.0,,,,,,,,,,,,,,,6104.0,121,71,23250,1,,2017-02-10 08:57:45
10496,levofloxacin,0.0,1,1.0,,,,,,,,,,,,,,,63598.0,122,71,23250,1,,2017-02-10 08:57:45
10497,lomefloxacin,0.0,1,1.0,,,,,,,,,,,,,,,116278.0,123,71,23250,1,,2017-02-10 08:57:45
10498,minocycline,0.0,1,1.0,,,,,,,,,,,,,,,50694.0,124,71,23250,1,,2017-02-10 08:57:45
10499,nitrofurantoin,0.0,1,1.0,,,,,,,,,,,,,,,71415.0,125,71,23250,1,,2017-02-10 08:57:45
10500,norfloxacin,0.0,1,1.0,,,,,,,,,,,,,,,100246.0,126,71,23250,1,,2017-02-10 08:57:45
10501,piperacillin,0.0,1,1.0,,,,,,,,,,,,,,,8232.0,127,71,23250,1,,2017-02-10 08:57:45
10502,polymyxin,0.0,1,1.0,,,,,,,,,,,,,,,59062.0,128,71,23250,1,,2017-02-10 08:57:45
10503,streptomycin,0.0,1,1.0,,,,,,,,,,,,,,,17076.0,129,71,23250,1,,2017-02-10 08:57:45
10504,tazobactam,0.0,1,1.0,,,,,,,,,,,,,,,9421.0,130,71,23250,1,,2017-02-10 08:57:45
10505,tetracycline,0.0,1,1.0,,,,,,,,,,,,,,,27902.0,131,71,23250,1,,2017-02-10 08:57:45
10506,tobramycin,0.0,1,1.0,,,,,,,,,,,,,,,28864.0,132,71,23250,1,,2017-02-10 08:57:45
10507,bacitracin,0.0,1,,,,,,,,,,,1.0,10,10.0,10.0,Unit,28669.0,133,72,22959,1,,2017-02-10 08:57:45
10508,penicillin,0.0,1,,,,,,,,,,,1.0,10,10.0,10.0,Unit,17334.0,134,72,22959,1,,2017-02-10 08:57:45
10509,neomycin,0.0,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),7507.0,135,72,22959,1,,2017-02-10 08:57:45
10510,streptomycin,0.0,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),17076.0,136,72,22959,1,,2017-02-10 08:57:45
10511,erythromycin,0.0,1,,,,,,,,,,,1.0,15,15.0,15.0,µg (disc),48923.0,137,72,22959,1,,2017-02-10 08:57:45
10512,cephalothin,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),3542.0,138,72,22959,1,,2017-02-10 08:57:45
10513,chloramphenicol,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),17698.0,139,72,22959,1,,2017-02-10 08:57:45
10514,kanamycin,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,140,72,22959,1,,2017-02-10 08:57:45
10515,nalidixic acid,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,141,72,22959,1,,2017-02-10 08:57:45
10516,novobiocin,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),28368.0,142,72,22959,1,,2017-02-10 08:57:45
10517,rifampicin,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),28077.0,143,72,22959,1,,2017-02-10 08:57:45
10518,tetracycline,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),27902.0,144,72,22959,1,,2017-02-10 08:57:45
10519,vancomycin,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),28001.0,145,72,22959,1,,2017-02-10 08:57:45
10520,amikacin,0.0,1,,,,,,,,,,,1.0,,,,,2637.0,146,73,22960,1,,2017-02-10 08:57:45
10521,ciprofloxacin,0.0,1,,,,,,,,,,,1.0,,,,,100241.0,147,73,22960,1,,2017-02-10 08:57:45
10522,erythromycin,0.0,1,,,,,,,,,,,1.0,,,,,48923.0,148,73,22960,1,,2017-02-10 08:57:45
10523,gentamicin,0.0,1,,,,,,,,,,,1.0,,,,,17833.0,149,73,22960,1,,2017-02-10 08:57:45
10524,penicillin g,0.0,1,,,,,,,,,,,1.0,,,,,18208.0,150,73,22960,1,,2017-02-10 08:57:45
10525,polymyxin b,0.0,1,,,,,,,,,,,1.0,,,,,8309.0,151,73,22960,1,,2017-02-10 08:57:45
10526,streptomycin,0.0,1,,,,,,,,,,,1.0,,,,,17076.0,152,73,22960,1,,2017-02-10 08:57:45
10527,vancomycin,0.0,1,,,,,,,,,,,1.0,,,,,28001.0,153,73,22960,1,,2017-02-10 08:57:45
10528,chloramphenicol,0.0,1,1.0,,,,,,,,,,,,,,,17698.0,154,73,22960,1,,2017-02-10 08:57:45
10529,chlortetracyclin,0.0,1,1.0,,,,,,,,,,,,,,,27644.0,155,73,22960,1,,2017-02-10 08:57:45
10530,kanamycin,0.0,1,1.0,,,,,,,,,,,,,,,6104.0,156,73,22960,1,,2017-02-10 08:57:45
10531,nalidixic acid,0.0,1,1.0,,,,,,,,,,,,,,,100147.0,157,73,22960,1,,2017-02-10 08:57:45
10532,netilmycin,0.0,1,1.0,,,,,,,,,,,,,,,7528.0,158,73,22960,1,,2017-02-10 08:57:45
10533,novobiocin,0.0,1,1.0,,,,,,,,,,,,,,,28368.0,159,73,22960,1,,2017-02-10 08:57:45
10534,oleandomycin,0.0,1,1.0,,,,,,,,,,,,,,,16869.0,160,73,22960,1,,2017-02-10 08:57:45
10535,oxytetracycline,0.0,1,1.0,,,,,,,,,,,,,,,27701.0,161,73,22960,1,,2017-02-10 08:57:45
10536,tetracycline,0.0,1,1.0,,,,,,,,,,,,,,,27902.0,162,73,22960,1,,2017-02-10 08:57:45
10537,tobramycin,0.0,1,1.0,,,,,,,,,,,,,,,28864.0,163,73,22960,1,,2017-02-10 08:57:45
10538,polymyxin b,0.0,1,,,,,,,,,,,1.0,300,300.0,300.0,Unit,8309.0,164,76,22961,1,,2017-02-10 08:57:45
10539,ampicillin,0.0,1,,,,,,,,,,,1.0,10,10.0,10.0,µg,28971.0,165,76,22961,1,,2017-02-10 08:57:45
10540,fusidate,0.0,1,,,,,,,,,,,1.0,10,10.0,10.0,µg,71321.0,166,76,22961,1,,2017-02-10 08:57:45
10541,lincomycin,0.0,1,,,,,,,,,,,1.0,15,15.0,15.0,µg,6472.0,167,76,22961,1,,2017-02-10 08:57:45
10542,vancomycin,0.0,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,28001.0,168,76,22961,1,,2017-02-10 08:57:45
10543,penicillin,0.0,1,1.0,10,10.0,10.0,Unit,,,,,,,,,,,17334.0,169,76,22961,1,,2017-02-10 08:57:45
10544,gentamicin,0.0,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,17833.0,170,76,22961,1,,2017-02-10 08:57:45
10545,streptomycin,0.0,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,17076.0,171,76,22961,1,,2017-02-10 08:57:45
10546,erythromycin,0.0,1,1.0,15,15.0,15.0,µg,,,,,,,,,,,48923.0,172,76,22961,1,,2017-02-10 08:57:45
10547,amikacin,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,2637.0,173,76,22961,1,,2017-02-10 08:57:45
10548,cephalothin,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,3542.0,174,76,22961,1,,2017-02-10 08:57:45
10549,cefotaxime,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,204928.0,175,76,22961,1,,2017-02-10 08:57:45
10550,chloramphenicol,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,17698.0,176,76,22961,1,,2017-02-10 08:57:45
10551,kanamycin,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,6104.0,177,76,22961,1,,2017-02-10 08:57:45
10552,nalidixic acid,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,100147.0,178,76,22961,1,,2017-02-10 08:57:45
10553,neomycin,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,7507.0,179,76,22961,1,,2017-02-10 08:57:45
10554,tetracycline,0.0,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,27902.0,180,76,22961,1,,2017-02-10 08:57:45
10555,ciprofloxacin,0.0,1,1.0,5,5.0,5.0,µg,,,,,,,,,,,100241.0,181,76,22961,1,,2017-02-10 08:57:45
10556,rifampicin,0.0,1,1.0,5,5.0,5.0,µg,,,,,,,,,,,28077.0,182,76,22961,1,,2017-02-10 08:57:45
10557,ampicillin,0.0,1,,,,,,,,,,,1.0,,,,,28971.0,183,81,22964,1,,2017-02-10 08:57:45
10558,lincomycin,0.0,1,,,,,,,,,,,1.0,,,,,6472.0,184,81,22964,1,,2017-02-10 08:57:45
10559,chloramphenicol,0.0,1,1.0,,,,,,,,,,,,,,,17698.0,185,81,22964,1,,2017-02-10 08:57:45
10560,gentamicin,0.0,1,1.0,,,,,,,,,,,,,,,17833.0,186,81,22964,1,,2017-02-10 08:57:45
10561,kanamycin,0.0,1,1.0,,,,,,,,,,,,,,,6104.0,187,81,22964,1,,2017-02-10 08:57:45
10562,neomycin,0.0,1,1.0,,,,,,,,,,,,,,,7507.0,188,81,22964,1,,2017-02-10 08:57:45
10563,novobiocin,0.0,1,1.0,,,,,,,,,,,,,,,28368.0,189,81,22964,1,,2017-02-10 08:57:45
10564,streptomycin,0.0,1,1.0,,,,,,,,,,,,,,,17076.0,190,81,22964,1,,2017-02-10 08:57:45
10565,ampicillin,0.0,1,,,,,,,,,,,1.0,,,,,28971.0,191,82,22964,1,,2017-02-10 08:57:45
10566,chloramphenicol,0.0,1,,,,,,,,,,,1.0,,,,,17698.0,192,82,22964,1,,2017-02-10 08:57:45
10567,lincomycin,0.0,1,,,,,,,,,,,1.0,,,,,6472.0,193,82,22964,1,,2017-02-10 08:57:45
10568,neomycin,0.0,1,,,,,,,,,,,1.0,,,,,7507.0,194,82,22964,1,,2017-02-10 08:57:45
